,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
3912,26.9,24.3,30.1,26.1,17.61,0.0,0.0,16.5,25.9,134.0,3.63,0,1280,0.9680771188662017,-0.2506525322587303,0.36309386000647376,-0.9317525684566688,2021,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3913,27.6,24.4,32.0,28.7,18.29,1.5,0.0,16.3,26.6,139.0,3.44,0,1281,0.8978045395707408,-0.4403941515576361,0.3473052528448212,-0.9377521321470801,2021,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3914,27.7,24.7,32.7,28.8,17.58,7.4,0.0,18.1,29.9,119.0,3.19,0,1282,0.7907757369377022,-0.6121059825476581,0.3314175682186351,-0.9434841787099805,2021,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3915,27.8,24.7,34.2,29.8,17.05,11.0,0.0,13.6,27.4,117.0,3.16,0,1283,0.6513724827222329,-0.7587581226927818,0.31543533848525657,-0.9489470729364686,2021,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3916,28.3,25.6,34.6,31.0,18.94,10.0,0.0,13.4,27.7,121.0,3.56,0,1284,0.4853019625311003,-0.8743466161445714,0.29936312297335743,-0.954139256400049,2021,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3917,28.8,25.9,33.9,31.1,20.23,0.0,0.0,18.4,27.7,122.0,3.76,0,1285,0.2993631229733867,-0.9541392564000398,0.2832055066823053,-0.9590592479012018,2021,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3918,28.1,25.4,33.4,30.0,20.56,0.0,0.0,17.3,27.0,133.0,3.76,0,1286,0.10116832198741356,-0.994869323391897,0.2669670989741513,-0.963705643889941,2021,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3919,27.9,24.9,31.7,28.5,18.9,0.3,0.0,21.1,32.8,133.0,3.48,0,1287,-0.10116832198744281,-0.994869323391894,0.25065253225872197,-0.968077118866204,2021,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3920,27.4,24.7,30.4,28.0,19.33,0.3,0.0,21.9,36.0,128.0,3.88,0,1288,-0.2993631229733605,-0.954139256400048,0.23426646067208193,-0.9721724257579907,2021,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3921,26.8,24.8,28.5,27.1,17.54,0.3,0.0,25.0,42.8,132.0,3.82,0,1289,-0.4853019625310763,-0.8743466161445848,0.21781355874885314,-0.9759903962771149,2021,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3922,26.9,24.4,29.2,27.2,17.62,0.0,0.0,22.5,34.6,128.0,3.56,0,1290,-0.651372482722212,-0.7587581226927996,0.20129852008866,-0.9795299412524945,2021,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3923,27.4,24.8,30.5,27.8,18.29,0.0,0.0,20.9,31.0,126.0,3.72,0,1291,-0.7907757369376854,-0.6121059825476798,0.18472605601719108,-0.9827900509408577,2021,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3924,27.3,24.9,30.5,28.1,18.98,0.0,0.0,21.3,33.5,132.0,3.64,0,1292,-0.8978045395707287,-0.44039415155766076,0.16810089424214827,-0.9857697953148038,2021,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3925,28.0,24.8,32.7,28.9,19.77,0.0,0.0,15.8,26.3,133.0,3.76,0,1293,-0.9680771188662092,-0.2506525322587018,0.15142777750457506,-0.9884683243281116,2021,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3926,28.2,25.0,33.6,28.8,20.36,0.0,0.0,16.2,25.2,134.0,3.87,0,1294,-0.9987165071710534,-0.05064916883870141,0.13471146222586122,-0.9908848681582388,2021,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3927,27.8,24.9,31.7,28.4,19.72,0.0,0.0,18.2,28.1,128.0,3.79,0,1295,-0.9884683243281109,0.15142777750457992,0.11795671715084809,-0.9930187374259334,2021,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3928,27.9,24.9,32.1,29.1,19.02,0.6,0.0,19.0,29.2,131.0,3.59,0,1296,-0.9377521321470821,0.34730525284481584,0.10116832198743257,-0.9948693233918952,2021,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3929,27.4,24.7,30.7,27.7,18.97,0.2,0.0,23.9,37.1,134.0,3.59,0,1297,-0.8486442574947577,0.5289640103269516,0.08435106604304357,-0.9964360981304331,2021,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3930,27.7,23.9,31.4,27.1,21.74,0.0,0.0,19.5,33.1,134.0,4.13,0,1298,-0.7247927872291343,0.6889669190756715,0.06750974685836586,-0.9977186146800707,2021,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3931,27.3,24.1,31.0,27.3,20.78,0.0,0.0,19.5,32.4,132.0,4.02,0,1299,-0.571268215094816,0.8207634412072599,0.05064916883871511,-0.9987165071710526,2021,0.992546151641322,0.12186934340514749,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3932,27.5,23.4,32.1,26.8,21.83,0.0,0.0,17.5,27.4,132.0,4.03,0,1300,-0.39435585511335247,0.9189578116202161,0.03377414188346886,-0.999429490929718,2021,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3933,27.5,23.9,31.5,27.6,20.26,0.0,0.0,19.0,30.6,137.0,3.72,0,1301,-0.20129852008864837,0.9795299412524969,0.016889480013930105,-0.9998573625597098,2021,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3934,27.4,24.0,30.7,27.3,19.39,0.0,0.0,19.8,32.4,139.0,3.69,0,1302,3.923821602364237e-15,1.0,8.572527594031472e-16,-1.0,2021,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3935,27.5,24.6,30.6,28.1,18.03,0.7,0.0,24.3,37.1,130.0,3.44,0,1303,0.20129852008865606,0.9795299412524954,-0.016889480013928388,-0.9998573625597099,2021,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3936,27.4,24.8,31.8,28.5,18.65,1.8,0.0,19.5,32.0,130.0,3.52,0,1304,0.39435585511330745,0.9189578116202354,-0.03377414188346715,-0.9994294909297181,2021,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3937,27.2,24.5,30.8,28.3,18.58,1.1,0.0,23.4,36.0,130.0,3.43,0,1305,0.5712682150947758,0.8207634412072878,-0.0506491688387134,-0.9987165071710528,2021,0.992004949679715,0.12619896913582973,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3938,26.8,24.3,29.8,27.8,18.2,1.6,0.0,23.2,36.0,134.0,3.29,0,1305,0.5712682150947758,0.8207634412072878,-0.0506491688387134,-0.9987165071710528,2021,0.992004949679715,0.12619896913582973,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3939,28.1,26.1,34.3,32.1,16.59,28.4,0.0,11.6,25.2,167.11950655358518,3.21,0,1439,0.48530196253109514,-0.8743466161445742,-0.736325697651199,0.6766272733037555,2021,0.958819734868193,0.28401534470392253,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,0,0,1
3940,28.3,25.8,34.7,31.2,18.63,14.1,0.0,10.5,19.4,167.11950655358518,3.69,0,1471,0.2993631229733474,-0.9541392564000521,-0.28320550668230204,0.9590592479012027,2022,0.9743700647852352,0.22495105434386492,-0.9978589232386035,-0.06540312923014362,0,0,0,0,0,0,0,0,0,1
3941,28.8,26.2,36.5,31.8,20.42,8.5,0.0,7.2,19.4,167.11950655358518,4.15,0,1515,-0.7247927872291208,0.6889669190756856,0.44039415155763634,0.8978045395707407,2022,0.9862856015372313,0.16504760586067782,-0.9965655024977614,-0.08280820751220469,0,0,0,0,0,0,0,0,0,1
3942,29.1,26.3,36.4,32.4,25.37,1.7,0.0,12.5,24.5,167.11950655358518,4.8,0,1801,0.5712682150947725,0.8207634412072901,-0.839589281969638,0.5432217204804201,2022,0.9575713608048144,0.2881962681340894,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,0,0,1
3943,33.3,25.0,40.9,30.7,23.24,4.9,0.0,6.9,22.3,252.0,4.93,0,0,0.0,1.0,0.0,1.0,2018,0.9945218953682733,0.10452846326765346,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
3944,33.4,25.4,40.9,30.4,21.89,1.1,0.0,7.1,20.2,160.9291277258567,4.68,0,1,0.20129852008866006,0.9795299412524945,0.016889480013931098,0.9998573625597098,2018,0.9949685182509117,0.10018806161207654,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
3945,31.8,25.5,39.2,31.3,21.52,14.4,0.0,9.1,26.6,357.0,4.5,0,2,0.39435585511331855,0.9189578116202306,0.03377414188346816,0.999429490929718,2018,0.9949685182509117,0.10018806161207654,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
3946,32.0,26.4,39.6,32.9,16.75,12.0,0.0,5.9,31.7,216.0,3.56,0,3,0.5712682150947923,0.8207634412072763,0.05064916883871271,0.9987165071710528,2018,0.9953961983671787,0.09584575252022406,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
3947,30.7,26.4,37.0,32.4,11.91,21.4,0.0,9.0,32.0,257.0,2.67,0,4,0.72479278722912,0.6889669190756866,0.0675097468583653,0.9977186146800707,2018,0.9953961983671787,0.09584575252022406,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
3948,31.9,25.3,36.6,30.6,12.67,2.1,0.0,10.6,32.8,242.0,2.91,0,5,0.8486442574947509,0.5289640103269624,0.08435106604304488,0.996436098130433,2018,0.9958049275746618,0.09150161866340252,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
3949,30.0,25.4,35.7,31.1,16.43,2.5,0.0,9.2,34.2,271.0,3.52,0,6,0.9377521321470804,0.3473052528448203,0.10116832198743217,0.9948693233918952,2018,0.9958049275746618,0.09150161866340252,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
3950,33.0,25.8,39.5,31.9,19.67,11.7,0.0,12.5,31.3,300.0,4.18,0,7,0.9884683243281114,0.1514277775045767,0.117956717150846,0.9930187374259336,2018,0.9961946980917455,0.08715574274765814,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
3951,31.5,25.4,37.9,31.4,16.66,12.1,0.0,13.8,29.9,282.0,3.52,0,8,0.9987165071710528,-0.05064916883871264,0.13471146222586097,0.9908848681582388,2018,0.9961946980917455,0.08715574274765814,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
3952,33.0,25.1,40.0,30.2,22.54,3.8,0.0,13.5,35.6,280.0,4.74,0,9,0.9680771188662043,-0.2506525322587204,0.15142777750457667,0.9884683243281114,2018,0.9965655024977614,0.08280820751220458,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
3953,32.0,25.1,36.7,30.0,17.18,2.5,0.0,12.2,33.8,275.0,3.96,0,10,0.8978045395707416,-0.4403941515576344,0.1681008942421482,0.9857697953148038,2018,0.9965655024977614,0.08280820751220458,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3954,31.4,25.0,35.9,29.9,18.55,1.5,0.0,14.7,43.9,289.0,4.16,0,11,0.7907757369376989,-0.6121059825476626,0.1847260560171893,0.982790050940858,2018,0.996917333733128,0.078459095727845,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3955,31.3,25.8,37.9,31.0,21.94,1.6,0.0,17.5,52.9,280.0,4.63,0,12,0.6513724827222223,-0.758758122692791,0.20129852008866006,0.9795299412524945,2018,0.996917333733128,0.078459095727845,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3956,30.1,24.2,33.9,29.1,16.13,10.7,0.0,16.9,43.9,277.0,3.44,0,13,0.48530196253108104,-0.8743466161445821,0.21781355874885153,0.9759903962771154,2018,0.9972501850994857,0.07410849019539913,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3957,29.9,23.8,34.4,28.2,16.29,7.7,0.0,15.5,43.2,279.0,3.5,0,14,0.29936312297335804,-0.9541392564000488,0.23426646067208215,0.9721724257579906,2018,0.9972501850994857,0.07410849019539913,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3958,29.0,24.1,33.1,28.7,12.22,6.2,0.0,15.5,46.1,278.0,2.93,0,15,0.10116832198743272,-0.994869323391895,0.2506525322587205,0.9680771188662043,2018,0.9975640502598242,0.06975647374412546,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3959,29.9,24.4,33.6,29.4,14.31,7.4,0.0,15.4,40.0,271.0,3.19,0,16,-0.10116832198743204,-0.9948693233918952,0.26696709897415166,0.9637056438899408,2018,0.9975640502598242,0.06975647374412546,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3960,28.6,24.6,34.2,30.3,13.23,5.1,0.0,14.7,41.0,279.0,2.66,0,17,-0.2993631229733582,-0.9541392564000488,0.2832055066823041,0.9590592479012021,2018,0.9975640502598242,0.06975647374412546,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3961,30.9,24.3,36.0,29.1,12.77,5.3,0.0,11.2,40.0,260.0,2.9,0,18,-0.4853019625310808,-0.8743466161445822,0.29936312297335793,0.9541392564000488,2018,0.9978589232386035,0.06540312923014305,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3962,31.2,24.2,35.3,28.6,14.52,8.0,0.0,15.6,49.3,255.0,3.2,0,19,-0.651372482722222,-0.7587581226927911,0.31543533848525546,0.9489470729364691,2018,0.9978589232386035,0.06540312923014305,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3963,31.6,24.4,36.1,29.2,15.33,4.8,0.0,14.6,50.4,265.0,3.47,0,20,-0.7907757369376986,-0.6121059825476627,0.33141756821863577,0.9434841787099802,2018,0.9981347984218669,0.06104853953485691,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3964,29.4,24.9,33.6,29.3,11.61,4.4,0.0,14.0,51.1,267.0,2.6,0,21,-0.8978045395707417,-0.44039415155763423,0.3473052528448203,0.9377521321470804,2018,0.9981347984218669,0.06104853953485691,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3965,31.4,24.6,37.7,29.3,19.47,5.5,0.0,17.1,46.8,284.0,4.05,0,22,-0.9680771188662041,-0.2506525322587213,0.36309386000647453,0.9317525684566684,2018,0.9981347984218669,0.06104853953485691,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3966,32.0,24.8,38.5,30.3,19.2,2.5,0.0,13.9,43.6,279.0,4.07,0,23,-0.9987165071710528,-0.05064916883871355,0.378778885610576,0.9254871991635596,2018,0.9983916705573488,0.05669278756337759,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3967,31.4,24.4,35.3,28.6,15.71,1.0,0.0,13.8,55.4,260.0,3.61,0,24,-0.9884683243281114,0.15142777750457667,0.39435585511331855,0.9189578116202306,2018,0.9983916705573488,0.05669278756337759,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3968,31.5,24.2,35.7,28.6,16.91,8.0,0.0,18.4,55.1,268.0,3.66,0,25,-0.9377521321470804,0.3473052528448203,0.40982032479658753,0.9121662684969334,2018,0.9986295347545738,0.052335956242943966,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3969,31.0,24.9,36.3,29.5,19.49,1.5,0.0,18.3,51.5,284.0,4.12,0,26,-0.8486442574947509,0.5289640103269624,0.4251678830356407,0.9051145072503212,2018,0.9986295347545738,0.052335956242943966,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3970,29.8,24.7,34.7,28.9,16.31,3.1,0.0,18.9,61.6,277.0,3.5,0,27,-0.72479278722912,0.6889669190756865,0.4403941515576343,0.8978045395707417,2018,0.9986295347545738,0.052335956242943966,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3971,30.4,24.1,34.9,28.1,12.14,16.9,0.0,15.2,38.5,271.0,2.75,0,28,-0.5712682150947924,0.8207634412072763,0.45549478669063403,0.8902384508083516,2018,0.9988483864849507,0.04797812852134391,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3972,31.5,24.3,36.8,28.7,17.83,5.3,0.0,18.0,49.7,272.0,3.8,0,29,-0.3943558551133187,0.9189578116202306,0.47046548060275556,0.8824183993782191,2018,0.9988483864849507,0.04797812852134391,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3973,31.4,24.3,36.9,29.4,17.82,5.1,0.0,15.6,45.7,282.0,3.88,0,30,-0.20129852008866114,0.9795299412524943,0.48530196253108093,0.8743466161445822,2018,0.9988483864849507,0.04797812852134391,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3974,32.0,25.1,38.2,30.7,16.83,6.7,0.0,14.6,41.4,287.0,3.56,0,30,-0.20129852008866114,0.9795299412524943,0.48530196253108093,0.8743466161445822,2018,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3975,32.2,25.0,38.0,30.2,21.54,7.3,0.0,16.8,42.1,293.0,4.51,0,31,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,2018,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3976,29.6,24.8,36.1,30.0,14.43,6.2,0.0,11.4,40.7,276.0,2.93,0,32,0.2012985200886598,0.9795299412524946,0.5145554000286288,0.857457136130651,2018,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3977,29.6,24.8,34.6,30.1,16.81,3.5,0.0,14.0,35.3,293.0,3.42,0,33,0.3943558551133183,0.9189578116202307,0.5289640103269625,0.8486442574947509,2018,0.9990482215818578,0.04361938736533623,-0.9975640502598243,0.06975647374412522,0,1,0,0,0,0,0,0,0,0
3978,28.8,24.2,34.2,28.5,14.73,1.6,0.0,15.6,36.0,279.0,2.9,0,34,0.5712682150947928,0.8207634412072761,0.5432217204804188,0.8395892819696388,2018,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3979,29.1,23.8,34.3,28.8,15.97,15.2,0.0,17.9,37.1,294.0,3.19,0,35,0.7247927872291197,0.6889669190756869,0.5573244631224363,0.8302947927123764,2018,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3980,29.4,23.8,35.4,28.7,15.27,2.6,0.0,16.1,35.6,302.0,3.06,0,36,0.8486442574947507,0.5289640103269628,0.5712682150947923,0.8207634412072763,2018,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3981,28.6,24.9,34.2,30.2,13.65,12.1,0.0,14.8,33.5,299.0,2.71,0,37,0.9377521321470803,0.3473052528448207,0.5850489985953077,0.8109979465095012,2018,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3982,30.9,24.4,37.4,29.9,19.04,5.4,0.0,14.5,37.1,295.0,3.86,0,38,0.9884683243281113,0.15142777750457717,0.598662882312615,0.8010010944693846,2018,0.9992290362407229,0.039259815759068666,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3983,31.4,24.7,37.8,30.1,21.05,3.9,0.0,15.9,35.6,292.0,4.32,0,39,0.9987165071710529,-0.05064916883871218,0.6121059825476628,0.7907757369376985,2018,0.9993908270190958,0.03489949670250108,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3984,30.4,24.8,35.8,30.3,18.06,1.8,0.0,15.3,33.8,306.0,3.7,0,40,0.9680771188662042,-0.25065253225872086,0.6253744643216369,0.7803247909520918,2018,0.9993908270190958,0.03489949670250108,-0.9978589232386036,0.06540312923014237,0,1,0,0,0,0,0,0,0,0
3985,29.3,24.2,34.5,29.2,12.46,8.7,0.0,12.9,31.7,300.0,2.64,0,41,0.8978045395707419,-0.4403941515576338,0.6384645424699834,0.7696512379049323,2018,0.9993908270190958,0.03489949670250108,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3986,30.2,25.5,35.1,30.9,13.5,3.2,0.0,17.1,38.2,298.0,2.94,0,42,0.7907757369376984,-0.612105982547663,0.6513724827222221,0.758758122692791,2018,0.9993908270190958,0.03489949670250108,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3987,29.2,25.2,34.4,30.8,13.58,7.1,0.0,13.8,34.2,289.0,2.81,0,43,0.6513724827222227,-0.7587581226927904,0.664094602767239,0.7476485528478091,2018,0.9993908270190958,0.03489949670250108,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3988,28.5,24.5,33.7,29.8,11.76,19.6,0.0,16.9,40.3,283.0,2.36,0,44,0.48530196253108243,-0.8743466161445813,0.6766272733037573,0.7363256976511974,2018,0.9993908270190958,0.03489949670250108,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3989,32.3,23.8,39.2,28.7,19.08,5.5,0.0,15.5,42.1,290.0,4.1,0,45,0.29936312297335865,-0.9541392564000486,0.6889669190756865,0.72479278722912,2018,0.9995335908367129,0.03053851320982282,-0.998134798421867,0.06104853953485644,0,1,0,0,0,0,0,0,0,0
3990,32.2,24.2,38.3,28.8,23.24,1.0,0.0,14.4,32.8,286.0,4.77,0,46,0.10116832198743385,-0.9948693233918949,0.7011100198920526,0.7130531116312204,2018,0.9995335908367129,0.03053851320982282,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3991,31.7,24.4,38.7,30.1,19.27,5.0,0.0,11.1,35.6,294.0,4.03,0,47,-0.10116832198743311,-0.994869323391895,0.7130531116312203,0.7011100198920526,2018,0.9995335908367129,0.03053851320982282,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3992,30.6,25.1,36.9,31.2,16.88,14.7,0.0,12.7,32.4,300.0,3.5,0,48,-0.299363122973358,-0.9541392564000488,0.72479278722912,0.6889669190756866,2018,0.9995335908367129,0.03053851320982282,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3993,31.7,25.2,37.4,31.2,14.11,13.6,0.0,14.7,32.8,295.0,3.1,0,49,-0.4853019625310802,-0.8743466161445825,0.7363256976511973,0.6766272733037575,2018,0.9995335908367129,0.03053851320982282,-0.9983916705573488,0.056692787563377346,0,1,0,0,0,0,0,0,0,0
3994,32.2,25.0,39.4,30.8,21.88,9.5,0.0,11.1,28.4,320.0,4.48,0,50,-0.6513724827222221,-0.758758122692791,0.747648552847809,0.664094602767239,2018,0.9995335908367129,0.03053851320982282,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
3995,30.4,25.1,37.4,31.0,14.84,6.0,0.0,7.9,23.8,317.0,3.14,0,51,-0.790775736937698,-0.6121059825476636,0.7587581226927909,0.6513724827222223,2018,0.9995335908367129,0.03053851320982282,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
3996,31.8,24.8,37.6,30.4,12.84,14.6,0.0,8.7,21.2,317.0,2.88,0,52,-0.8978045395707416,-0.4403941515576344,0.7696512379049323,0.6384645424699835,2018,0.9995335908367129,0.03053851320982282,-0.9986295347545738,0.052335956242943946,0,1,0,0,0,0,0,0,0,0
3997,31.8,24.9,39.2,30.4,18.6,16.8,0.0,11.9,29.5,282.0,3.86,0,53,-0.9680771188662041,-0.2506525322587215,0.7803247909520918,0.6253744643216368,2018,0.9995335908367129,0.03053851320982282,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
3998,31.5,24.6,38.8,30.2,20.06,5.6,0.0,9.3,25.9,280.0,4.21,0,54,-0.9987165071710528,-0.050649168838712906,0.7907757369376985,0.6121059825476629,2018,0.9995335908367129,0.03053851320982282,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
3999,30.5,24.4,37.3,29.8,14.21,6.8,0.0,8.0,21.6,318.0,2.95,0,55,-0.9884683243281113,0.1514277775045773,0.8010010944693846,0.598662882312615,2018,0.9995335908367129,0.03053851320982282,-0.9988483864849507,0.04797812852134344,0,1,0,0,0,0,0,0,0,0
4000,30.8,24.7,37.6,30.4,16.47,2.6,0.0,11.3,30.6,287.0,3.44,0,56,-0.9377521321470805,0.34730525284482006,0.8109979465095012,0.5850489985953076,2018,0.9995335908367129,0.03053851320982282,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
4001,31.1,25.6,37.1,31.8,16.32,12.5,0.0,8.6,22.7,313.0,3.42,0,57,-0.8486442574947516,0.5289640103269615,0.8207634412072763,0.5712682150947923,2018,0.9995335908367129,0.03053851320982282,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
4002,32.1,25.1,40.8,30.9,19.76,14.1,0.0,11.3,27.0,358.0,4.08,0,60,-0.3943558551133206,0.9189578116202297,0.8486442574947509,0.5289640103269626,2018,0.9995335908367129,0.03053851320982282,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
